	AERIS_SRR5383463	AERIS_SRR5383475	AERIS_SRR5383487	AERIS_SRR5384368	AERIS_SRR5384381	AERIS_SRR5384382	AERIS_SRR5384388	AERIS_SRR5384404	AERIS_SRR5384406	AERIS_SRR5384417	AERIS_SRR5384418	AERIS_SRR5384423	AERIS_SRR5384431	AERIS_SRR5384435	AERIS_SRR5384439	AERIS_SRR5384442	AERIS_SRR5384450	AERIS_SRR5384453	AERIS_SRR5384565	AERIS_SRR5384566	AERIS_SRR5384567	AERIS_SRR5384577	AERIS_SRR5384578	AERIS_SRR5384589	AERIS_SRR5384590	AERIS_SRR5384591	AERIS_SRR5384598	AERIS_SRR5384599	AERIS_SRR5384600	AERIS_SRR5384610	AERIS_SRR5384611	AERIS_SRR5384612	AERIS_SRR5384623	AERIS_SRR5384624	AERIS_SRR5384634	AERIS_SRR5384635	AERIS_SRR5384646	AERIS_SRR5384647	AERIS_SRR5385010	AERIS_SRR5385012	AERIS_SRR5385013	AERIS_SRR5385014	AERIS_SRR5385016	AERIS_SRR5385019	AERIS_SRR5385024	AERIS_SRR5385025	AERIS_SRR5385026	AERIS_SRR5385029	AERIS_SRR5385030	AERIS_SRR5385031	AERIS_SRR5385032	AERIS_SRR5385033	AERIS_SRR5385034	AERIS_SRR5385035	AERIS_SRR5385036	AERIS_SRR5385037	AERIS_SRR5385040	AERIS_SRR5385041	AERIS_SRR5385042	AERIS_SRR5385044	AERIS_SRR5385046	AERIS_SRR5385049	AERIS_SRR5385050	AERIS_SRR5385051	AERIS_SRR5385056	AERIS_SRR5385057	AERIS_SRR5385058	COPDMAP_SRR5382995	COPDMAP_SRR5383008	COPDMAP_SRR5383024	COPDMAP_SRR5383025	COPDMAP_SRR5383026	COPDMAP_SRR5383027	COPDMAP_SRR5383028	COPDMAP_SRR5383029	COPDMAP_SRR5383030	COPDMAP_SRR5383031	COPDMAP_SRR5383033	COPDMAP_SRR5383034	COPDMAP_SRR5383036	COPDMAP_SRR5383037	COPDMAP_SRR5383038	COPDMAP_SRR5383039	COPDMAP_SRR5383040	COPDMAP_SRR5383041	COPDMAP_SRR5383042	COPDMAP_SRR5383043	COPDMAP_SRR5383044	COPDMAP_SRR5383051	COPDMAP_SRR5383052	COPDMAP_SRR5383055	COPDMAP_SRR5383056	COPDMAP_SRR5383057	COPDMAP_SRR5383058	COPDMAP_SRR5383059	COPDMAP_SRR5383060	COPDMAP_SRR5383061	COPDMAP_SRR5383063	COPDMAP_SRR5383064	COPDMAP_SRR5383065	COPDMAP_SRR5383068	COPDMAP_SRR5383069	COPDMAP_SRR5383161	COPDMAP_SRR5383167	COPDMAP_SRR5383189	COPDMAP_SRR5383245	COPDMAP_SRR5383246	COPDMAP_SRR5383247	COPDMAP_SRR5383248	COPDMAP_SRR5383252	COPDMAP_SRR5383253	COPDMAP_SRR5383254	COPDMAP_SRR5383255	COPDMAP_SRR5383256	COPDMAP_SRR5383257	COPDMAP_SRR5383258	COPDMAP_SRR5383261	COPDMAP_SRR5383263	COPDMAP_SRR5383264	COPDMAP_SRR5383278	COPDMAP_SRR5383281	COPDMAP_SRR5383284	COPDMAP_SRR5383290	COPDMAP_SRR5383291	COPDMAP_SRR5383292	COPDMAP_SRR5383295	COPDMAP_SRR5383298	COPDMAP_SRR5383299	COPDMAP_SRR5383310	COPDMAP_SRR5383313	COPDMAP_SRR5383314	COPDMAP_SRR5383318	COPDMAP_SRR5383320	COPDMAP_SRR5383324	COPDMAP_SRR5383325	COPDMAP_SRR5383329	COPDMAP_SRR5383331	COPDMAP_SRR5383332	COPDMAP_SRR5383333	COPDMAP_SRR5383335	COPDMAP_SRR5383336	COPDMAP_SRR5383340	COPDMAP_SRR5383342	COPDMAP_SRR5383343	COPDMAP_SRR5383344	COPDMAP_SRR5383345	COPDMAP_SRR5383346	COPDMAP_SRR5383347	COPDMAP_SRR5383348	COPDMAP_SRR5383349	COPDMAP_SRR5383350	COPDMAP_SRR5383351	COPDMAP_SRR5383352	COPDMAP_SRR5383353	COPDMAP_SRR5383354	COPDMAP_SRR5383355	COPDMAP_SRR5383356	COPDMAP_SRR5383357	COPDMAP_SRR5383358	COPDMAP_SRR5383359	COPDMAP_SRR5383361	COPDMAP_SRR5383362	COPDMAP_SRR5383363	COPDMAP_SRR5383365	COPDMAP_SRR5383366	COPDMAP_SRR5383367	COPDMAP_SRR5383368	COPDMAP_SRR5383369	COPDMAP_SRR5383371	COPDMAP_SRR5383373	COPDMAP_SRR5383374	COPDMAP_SRR5383375	COPDMAP_SRR5383377	COPDMAP_SRR5383378	COPDMAP_SRR5383379	COPDMAP_SRR5383387	COPDMAP_SRR5383388	COPDMAP_SRR5383389	COPDMAP_SRR5383390	COPDMAP_SRR5383391	COPDMAP_SRR5383392
Lachnoanaerobaculum	0.00129511	0	0.000699399	0.000489305	6.97E-05	0.000628997	0	0	0.000383168	0.000838545	0.000347838	0.002658923	0	0	0.000558952	0.001714846	0	0.000699252	0	0.000104844	0	0	0.000209263	0.003878407	0	0	0.001782033	0.002864829	0.000768371	0.000452017	0	0.000838956	0	0.001084371	0.000104391	0.000350079	0.000139558	0.001467813	0	0	0.000594156	6.99E-05	0	0	0.000349663	0	0.001501449	0	0.000524916	0.000244789	0	0.000105002	0.000104862	0	0.002339467	0.000385154	0.000175137	0.000663918	0.00126046	0.000489802	0	7.00E-05	0.000175137	0.000174204	0	0.000313436	0.001710954	3.49E-05	0	0	0	0.000381852	0.000694637	0.000523304	0.000208914	0	0.000382968	0	0.001083121	0	0.000904033	0	0.000766951	0	0	0.000174222	0	0	3.50E-05	0.000350128	3.49E-05	0	0.001436127	0.002131898	0	0.001047706	0.00077128	0	0.000384925	0	0	0.000139899	3.51E-05	0.000418148	3.51E-05	0	3.50E-05	0.000875442	3.49E-05	0.000560008	0	0	0.001016474	3.50E-05	0.000104661	0.001915309	0.000841456	0.000665522	0.002030315	0	0	0	0	3.50E-05	0.000245167	0	0.000736274	0.001648834	0	0	6.98E-05	0	0.000139305	0	3.50E-05	0.001333193	0.001049428	3.51E-05	0.000768237	3.51E-05	0.0008372	3.51E-05	0.001225276	0.002206655	3.51E-05	0.002237762	0.000939457	0.000696743	0.000909854	0.002030457	0.001260902	3.51E-05	0.001438344	0	3.49E-05	0.001543481	0.001676622	0	3.51E-05	0.001122768	3.51E-05	0.000695434	0.000490368	0.000734009	0.000561246	0.001472599	0.000454625	0.000768586	0.000841426	3.51E-05	0	0.001437185	0.000525855	0.002034874	0.000946704	3.50E-05	3.51E-05	0.000629877	0.001683915	0.000733753	3.51E-05
Lachnospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus	0.000665057	0.002311491	0.002517835	6.99E-05	0.00045282	0.001537548	0.002763204	3.48E-05	0.003100181	0.000384333	3.48E-05	0.000104957	0.000804083	0.003143117	0.000349345	0.004689578	0.000244789	0.000419551	0.003910478	0.000908646	0.001328764	0.007176615	6.98E-05	0.000349406	0.000244183	0.000244909	0.000628953	6.99E-05	6.99E-05	3.48E-05	0.002970159	0.001503129	3.48E-05	0.002623478	3.48E-05	0.00280063	0.0098737	0.000279583	0.01599468	0.00360518	0.002726129	0.003670687	0.001706069	0.080742961	0.001993077	0.002510198	0.001850623	0.000487397	0.008048712	0.002098196	0.014185639	0.000805012	0.006396588	0.001187939	0.000314257	0.035294118	0.00112088	0.000838633	0.004831764	0.012979743	0.001674224	0.006721983	0.021471855	0.003518919	0.004603955	0.002472661	0.001012605	0.002689674	0	0	0.006180815	0	0.000173659	0.007396037	0.00264624	0.001009538	0.000487414	0.000453689	0.002026484	0.002547726	0.000139082	0	0.000174307	0.005825107	0.006793431	0.001080177	0.003894298	0.000139543	0.001506763	0.003711355	0.004332635	0.002575974	0.001891485	0.003040576	0.000138985	0.004435287	0.002559248	0.001013596	0.004094202	0.001786215	0.000840336	0.001503917	0.005822927	0.002334657	0.002313354	0.000279525	0.001611942	0.003606821	0.003457549	0.003255049	0.00104475	0.000453025	0.003259727	0.00304814	0.000558191	0.003621674	0.002068579	0.002276787	0.002590402	0.000980598	0.00034926	0.000488639	0.003323654	0.002137501	0.00311712	0.00031495	0.005294159	0.00449044	0.003921706	0.04939738	0.014769553	0.002170412	0.000104479	0.000382848	0.004695	0.002736554	0.001958932	0.003086095	0.000593638	0.003084905	0.000802316	0.004315941	0.001330299	0.003642732	0.005155905	0.000454545	0.000765484	0.000313534	0.003989362	0.005006126	0.002066478	0.00270166	0.004104543	0.001918582	0.003458274	0.007892798	0.005029865	0.005421476	0.00094677	0.008771622	0.000666293	6.95E-05	0.005779335	0.003075848	0.004033955	0.002910136	0.001643644	0.006917272	0.003505943	0.003438235	0.001995659	0.004101234	0.004592463	0.00235063	0.003646564	0.001997057	0.003681756	0.003464324	0.003122259	0.007931516	0.001087643
Lactococcus	0	0	0	0	0	0	0	0	0.000661836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000908519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0.000735552	0	0.000104862	0	0	0	0	0	0	0	0.000104639	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0.013317107	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	3.51E-05	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	3.51E-05	0	0	3.51E-05	0	0	0	0	3.50E-05	0	3.51E-05	0	0	3.49E-05	0	3.49E-05	0	0	3.51E-05	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	3.51E-05	0	0	0	0	3.51E-05	3.49E-05	3.51E-05
Lautropia	0.000175015	0.000175113	0.005035669	0.000139801	0.000104497	0.000419331	0.001049318	0.000104511	6.97E-05	0.002340938	6.96E-05	0.000174929	0.000139841	0.008521338	0.001257642	0.000174984	0.00013988	0.00013985	0.00013966	0.000139792	0.001643472	0.000175039	0.000802176	0.000349406	0.00010465	0.000174935	0.000139767	0.000139748	0.000698519	0.007753825	0.000139772	0.000139826	0.000486973	0.000174899	6.96E-05	0.000175039	0.000104668	0.000594115	0.000174997	0.000175009	0.000594156	0.000244712	6.96E-05	0.000104544	0.000139865	0.000592686	0.007297741	6.96E-05	0.001084826	0.001014128	0.000175131	0.000595009	0.000139816	0.000139758	0.000698348	0.00017507	0.000175137	0.000139772	0.000175064	0.000174929	0.000104639	0.000175052	0.000175137	0.001080064	0.000871961	0.005676673	0.006983484	0.001047925	0	0.000977585	0.000558718	0	0.000277855	0	0.000278552	6.96E-05	0.001044459	0.000628185	0.001292757	0.000104701	0.000139082	0.000104391	0.000592644	0.000139524	0.000560283	0.000209067	0.000173853	0	0.000280328	0.000525192	0.000908456	0.000452536	0.000735577	0.001293119	0	0.001222323	0.000560931	0.000524274	0.001014802	0.000980667	0.000490196	0	0.00098218	0.000731758	0.000981423	0.000279525	0.001121351	0.000560283	0.001396989	0.000945014	0.000104475	6.97E-05	0.000595864	0.00080583	0.000558191	0.000208943	0.000666152	0.00042033	0.000490076	0.000910555	0.00017463	0.000174514	0.000594759	0.001331558	0.000595405	0.000384938	0.001016759	0.000491142	0.000840366	0.00031441	0.000453911	0.000560106	6.97E-05	0.000104413	0.000595634	0.001052521	0.002658551	0.001262493	0.000209519	0.000666059	0.000139533	0.000771957	0.000875197	0.00084063	0.000876855	0.000734266	0.000104384	0.000139349	0.00118981	0.000735165	0.000805576	0.000806989	0.000736713	0.000174417	0.000978098	0.001017294	0.001222537	0.000664568	0.00063118	0.000982422	0.000876701	6.95E-05	0.001401051	0.000594198	0.002034517	0.000806423	0.000209827	0.000593907	0.000701189	0.000771849	0.000315104	0.000385586	0.00035057	0.000631512	0.000736325	0.000700722	0.001367509	0.000804843	0.000736713	0.001048218	0.000210512
Legionella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000384373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Leptotrichia	0.000140012	0.000490316	0.004021541	0.013700545	0.001288794	0.004193312	0.009129066	0.000139349	0.006897032	0.017329933	0.002713138	0.013329602	0.003391134	0.04051128	0.005100437	0.000314972	0.007063925	0.00499965	0.003735903	0.003110366	0.000734317	0.013162962	0.008893694	0.005031447	0.000174417	0.001014625	0.006079877	0.022115082	0.011909751	0.004798331	0.002201412	0.002551823	0.002608786	0.001119351	0.005497947	0.006476457	0.001290908	0.022401622	0.003849923	0.006440322	0.008667692	0.012480336	6.96E-05	6.97E-05	0.004895276	0.002510198	0.01312895	0.012602702	0.018442049	0.015281858	0.000735552	0.002590039	0.007759796	0.003144544	0.025873808	0.000945378	0.02714631	0.014990565	0.000140051	0.004583144	6.98E-05	0.000140041	0.010087919	0.002055606	0.004080778	0.01887581	0.025594469	0.011806623	0.000486906	0.000803017	0.001117435	0	0.003299528	0.001290818	0.002228412	0.000731045	0.020506215	0.000279193	0.00055903	0.001430915	0.003303199	0.001043914	0.019138923	0.001464997	0.009104598	0.00149831	0.003268428	0.007500436	0.005080945	0.010118693	0.005695318	0.001636091	0.002206732	0.006430643	0.001007644	0.003736816	0.00115692	0.008912656	0.006508731	0.003362286	0.014285714	0.000454673	0.00659464	0.002683114	0.001366982	0.000454228	0.008725514	0.014182162	0.005133936	0.006160092	0.00132335	0.003693895	0.007956537	0.001261299	0.009489255	0.000870595	0.004628006	0.0042033	0.011166731	0.007179379	0.001362112	0.001780043	0.002868838	0.006062093	0.042378818	0.025300952	0.011499895	0.009542186	0.010714661	0.003947598	0.003177374	0.005811104	0.000243784	0.001357372	0.002172314	0.003297898	0.00486235	0.044011924	0.003771345	0.002559069	0.002686015	0.010631952	0.013302993	0.018353765	0.012030444	0.018391608	0.001948504	0.00073158	0.005144177	0.006966567	0.001365977	0.006631346	0.005858621	0.002337182	0.001047962	0.002981724	0.007474938	0.00626093	0.023704327	0.004771762	0.005365409	0.001669043	0.003782837	0.007584761	0.016451522	0.009817328	0.001189019	0.003109279	0.008940154	0.011086552	0.006056999	0.003154795	0.006871166	0.013542434	0.003085554	0.000210217	0.002699954	0.00528397	0.009682512	0.00234102	0.006175005
Leuconostoc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50E-05	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Marinomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Megasphaera	0.050544296	0.008510489	0.034550287	0.054138124	0.007036121	0.019673621	0.075970619	0.000627068	0.021492267	0.000803606	0.010156875	0.046915999	0.001573207	0.019033317	0.039965066	0.056834885	0.017729752	0.063876652	0.017073426	0.005277137	0.009406252	0.041134255	0.016078404	0.068169113	0.004709248	0.050836191	0.031797058	0.05558467	0.038593182	0.00678025	0.017366692	0.035935261	0.002330516	0.005421855	0.00946482	0.010677402	0.019712511	0.042356888	0.018934621	0.049667483	0.024255557	0.004404824	0.000591901	0.001115138	0.005559635	0.005543353	0.025559552	0.011349394	0.038878779	0.047664009	0.001225919	0.050470757	0.010101716	0.012123965	0.018995077	0.030147059	0.002136677	0.066042351	0.027940198	0.013539516	0.001918382	0.000280083	0.003152475	0.015991917	0.004813226	0.018492721	0.018750655	0.006392343	0.000486906	0.003561204	0.002898348	0.011976256	0.022645179	0.023653363	0.002506964	0.000487363	0.049298472	0.021428073	0.011180602	0.00579346	0.144680111	0.007168209	0.051246296	0.014056995	0.049795147	0.002020976	0.03376217	0.000697715	0.032903497	0.021112706	0.005765199	0.001392418	0.024028863	0.014049558	0.002328006	0.046099043	0.064647315	0.108314984	0.04374147	0.005568787	0.032983193	0.001748741	0.011786165	0.311345738	0.011146162	0.022781272	0.016820268	0.029344819	0.015122411	0.012110182	0.00076615	0.006760524	0.033333333	0.017272791	0.004221323	0.112411199	0.009816983	0.059686854	0.023453635	0.016319955	0.044251187	0.030888974	0.01200014	0.036127269	0.021539647	0.045597704	0.0106935	0.007682863	0.133302987	0.008558952	0.006808659	0.046663866	0.000383088	0.000904914	0.00991556	0.017682349	0.006506454	0.007189199	0.000768237	0.026256748	0.004046465	0.013754869	0.012917907	0.021681261	0.016449791	0.078986014	0.050243563	0.006375196	0.026140817	0.0159986	0.015901369	0.018841444	0.0264515	0.002511599	0.008733014	0.030308345	0.017604527	0.004791885	0.008801459	0.014911757	0.012098471	0.264404187	0.023152364	0.045228941	0.014276694	0.020300831	0.002343067	0.011458916	0.020614942	0.015928148	0.029339682	0.009604599	0.017423313	0.009472687	0.012622721	0.014259687	0.02293208	0.007698499	0.037642519	0.017540182	0.015823451
Methanobrevibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024317912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001013242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104391	0.000104584	0.000104643	0.000280141	0.000104533	0	3.49E-05	0.000175205	0.000175064	0.000314465	0.000139242	0.00014011	0.000279593	0	0.000349235	0.000245407	0.00020971	0.000244952	0.000245167	0.000105042	0.000419698	0	0	0	0	0	0	0.000209548	3.50E-05	0	0	7.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000175346	0	0	0	0	7.00E-05	0	0	0	0	0	0	0.000175039	0	0	0.000105245	0	0	0	0	0	0	0	0	0	0	6.99E-05	0	0	0	6.99E-05	0	0	0.000105035	0	0.000175285	0	0	0	0	0	0.000245571	0	0
Methylobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0
Micrococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000174618	0	0	0	0	0.001152194	0	0.000244772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000384992	0	0	0	0	0	0	0	0	0	0	6.99E-05	0	0	0	0	0	0	0	0	0	0.000559773	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	3.49E-05	0	0	0	0	3.49E-05	0	0	0	0	0	0.000104924	3.51E-05	0	0	0	0	0	3.49E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-05	0	0	3.51E-05	0	0	0	0	3.50E-05	0	3.51E-05	0	0	3.49E-05	0	3.49E-05	0	0	3.51E-05	0	0	0	0	0	0	0	3.49E-05	3.51E-05	0	0	0	0	0	0	0	0	0	0	3.49E-05	3.51E-05
Mogibacterium	0.000210018	0	0.000944188	0.000349504	0	0.000139777	0	0	0	0.000663848	0	0	0	0	0	0	0.000769338	0.002587232	0	0	0	0	0	0	0	0.002099223	0	0	0.000488963	3.48E-05	0	0.00178278	0	0.001049391	0.000139189	0	0.000488452	0.000349479	0.000909982	0	0.000314553	0	0	0	0.000699325	0	0.000558679	0	0.00031495	0.000314729	3.50E-05	0.000350005	0.000594219	0	0.000593596	0	3.50E-05	0.000559089	0.000105038	0	0	0	3.50E-05	3.48E-05	0	0.000104479	0.000453926	3.49E-05	0	0	0	0	6.95E-05	0	0.000139276	0	0	0	3.49E-05	0	0	0	0.000522921	0	0	3.48E-05	0	0	0	0.000140051	3.49E-05	0	0	0	0	0.000733394	3.51E-05	0	0.000174966	0.001225834	0.000630252	0.000139899	0	0	0.000210305	0.000314465	0	0.000245124	0.000349247	0.000595009	0	0.000139392	0.000210305	0	0.000558191	0	0	0.000490385	0.000630098	0	0	0.000349028	0	0	0.000945643	0	0	0.000561305	0	6.99E-05	0.000174581	0	0	0	0	0.000947269	0	0	0.000279359	0	0	0	0.000210047	0	0.000315668	0	0	0	0.000454927	0.000280063	0.0001401	0.000315778	0.000491142	0.0002093	0	0	0	0	0	0	0	6.95E-05	0	0.000384481	0.000420934	0.000841485	0.00031474	3.49E-05	0	0	0.000420139	0	0.000385627	0	0	0	0	0.000279945	0.000947202	0	0.000175426
Moraxella	0.001050089	0.006023885	0.002133165	0.00090871	0.000661813	0.000908551	0.000979363	0.817488242	0.093075101	0.002026484	0.000556541	0.009166288	0.000908964	0.008556262	0.001292576	0.002309792	0.000944188	0.000909027	0.014245313	0.002970574	0.018917407	0.00693156	0.049455915	0.001327743	0.001779049	0.0029739	0.004542437	0.003947874	0.002270187	0.416620306	0.026661542	0.000908868	0.000591325	0.000979432	0.000591551	0.004410992	0.329111716	0.005102397	0.012074759	0.003430172	0.000873759	0.002412166	0.001949793	0.001846947	0.003111997	0.000697277	0.002479137	0.001949589	0.005354143	0.000944188	0.01709282	0.001925029	0.001677794	0.000873485	0.000838018	0.002380952	0.001085852	0.000873576	0.006687441	0.000979603	0.001743983	0.003746105	0.007285719	0.005295798	0.00202295	0.003970189	0.003072733	0.009850496	0.718916287	0.009077578	0.00240947	0.033880654	0.001319811	0.209740441	0.002541783	6.96E-05	0.000661491	0.005618762	0.020194962	0.001849719	0.000625869	0.001635465	0.001115566	0.092015766	0.013236685	0.000278755	0.001738526	0.000104657	0.004800617	0.002380869	0.009259259	0.001148745	0.007916214	0.003879356	0	0.011210449	0.00778292	0.002097096	0.003429331	0.003152143	0.002205882	0.885982093	0.007506665	0.003693637	0.03105503	0.001851852	0.004275152	0.004447246	0.012572905	0.003115047	0.000104475	0.000243936	0.005502979	0.004239367	0.001849009	0.0007313	0.003961854	0.003187502	0.002870445	0.002346431	0.00199078	0.002408293	0.003218696	0.006412503	0.014815074	0.002694569	0.013813898	0.011155938	0.00836864	0.004471616	0.010509777	0.004025765	0.717942467	0.000348044	0.003748993	0.006490545	0.004302655	0.008100999	0.000523798	0.005889364	0.002511599	0.005298432	0.002345528	0.005288967	0.008067062	0.002797203	0.002540014	0.000418046	0.005319149	0.004761071	0.001856327	0.00719273	0.004069461	0.000697666	0.02801551	0.005823131	0.008976912	0.002903113	0.004172803	0.008841795	0.326763922	0.000938837	0.00441331	0.003774904	0.004349656	0.052768136	0.001783529	0.176145892	0.095186341	0.007823738	0.004026329	0.0090788	0.005924628	0.013998526	0.003120617	0.003643753	0.006311582	0.002589495	0.004946501	0.027603075	0.003543611
